spkitemid,WORDS,TYPES,score2,IS_NATIVE,average_score
1394.0,273.0,132.0,3,0,3.0
685.0,353.0,161.0,4,0,4.0
153.0,549.0,161.0,4,1,4.5
1396.0,293.0,131.0,5,0,4.5
1698.0,494.0,177.0,4,0,4.0
621.0,196.0,90.0,4,0,4.0
1306.0,427.0,158.0,4,0,4.0
1367.0,105.0,67.0,3,0,3.0
964.0,566.0,224.0,6,1,5.5
933.0,270.0,113.0,4,0,4.0
1631.0,367.0,165.0,4,0,4.0
235.0,327.0,134.0,4,0,3.5
1385.0,527.0,203.0,5,0,4.5
1731.0,372.0,148.0,4,1,4.5
1556.0,366.0,136.0,4,0,4.0
699.0,876.0,309.0,6,1,6.0
1714.0,293.0,95.0,3,0,3.0
644.0,355.0,162.0,4,0,4.0
1408.0,375.0,138.0,4,0,4.0
665.0,261.0,111.0,4,0,3.5
1164.0,426.0,179.0,5,0,4.5
363.0,283.0,154.0,4,0,4.0
410.0,360.0,166.0,4,0,4.0
913.0,642.0,261.0,5,1,5.0
971.0,367.0,160.0,5,0,4.5
844.0,344.0,119.0,4,0,4.0
332.0,319.0,159.0,4,0,4.0
185.0,504.0,167.0,4,0,4.0
59.0,475.0,185.0,4,0,4.0
1709.0,422.0,169.0,4,0,4.0
653.0,333.0,130.0,4,0,4.0
614.0,308.0,125.0,3,0,3.0
743.0,510.0,221.0,5,1,5.0
259.0,495.0,209.0,5,0,4.5
186.0,366.0,128.0,4,0,4.0
217.0,615.0,214.0,5,1,5.0
710.0,451.0,178.0,5,1,5.5
90.0,259.0,104.0,4,0,3.5
1507.0,251.0,103.0,5,0,4.5
944.0,282.0,124.0,4,0,4.0
134.0,441.0,164.0,5,1,5.0
754.0,412.0,185.0,4,1,4.5
1383.0,480.0,176.0,5,0,4.5
1765.0,109.0,57.0,3,0,2.5
1658.0,430.0,172.0,5,0,4.5
936.0,239.0,130.0,4,0,3.5
558.0,562.0,222.0,5,1,5.0
371.0,376.0,142.0,4,0,4.0
504.0,587.0,205.0,5,1,5.0
135.0,286.0,133.0,4,0,3.5
308.0,133.0,62.0,3,0,3.0
60.0,79.0,46.0,2,0,2.0
1313.0,324.0,123.0,4,0,4.0
560.0,410.0,175.0,4,0,4.0
1785.0,314.0,97.0,4,0,4.0
974.0,60.0,37.0,1,0,1.0
1360.0,413.0,171.0,4,0,4.0
1588.0,574.0,193.0,5,1,5.0
958.0,298.0,115.0,4,0,4.0
479.0,545.0,211.0,5,1,5.0
1478.0,391.0,178.0,4,1,4.5
1482.0,238.0,123.0,3,0,3.5
1564.0,318.0,156.0,4,0,4.0
1787.0,234.0,119.0,3,0,3.5
1413.0,436.0,178.0,4,1,4.5
92.0,757.0,233.0,6,1,5.5
771.0,479.0,188.0,4,1,4.5
346.0,779.0,255.0,6,1,6.0
1568.0,250.0,135.0,3,0,3.5
780.0,505.0,174.0,4,1,4.5
1676.0,321.0,139.0,4,0,4.0
1072.0,360.0,134.0,4,0,4.0
247.0,475.0,178.0,4,0,4.0
1458.0,345.0,181.0,5,0,4.5
10.0,558.0,203.0,4,1,4.5
797.0,575.0,222.0,5,1,5.0
992.0,105.0,55.0,2,0,2.5
1192.0,377.0,134.0,4,0,4.0
243.0,686.0,207.0,6,1,5.5
1267.0,367.0,152.0,4,0,4.0
1126.0,429.0,168.0,5,1,5.0
1525.0,296.0,133.0,4,0,4.0
1162.0,364.0,160.0,4,0,4.0
929.0,483.0,183.0,5,1,5.0
362.0,544.0,194.0,5,1,5.0
1621.0,451.0,192.0,5,1,5.0
1388.0,365.0,145.0,4,0,4.0
817.0,683.0,244.0,6,1,6.0
5.0,515.0,195.0,4,0,4.0
630.0,467.0,181.0,4,0,4.0
315.0,469.0,204.0,5,1,5.0
1483.0,142.0,89.0,3,0,3.0
328.0,374.0,163.0,4,0,4.0
811.0,356.0,157.0,4,0,4.0
737.0,459.0,190.0,4,0,4.0
764.0,613.0,221.0,4,1,4.5
1410.0,268.0,139.0,3,0,3.5
968.0,373.0,174.0,4,1,4.5
1364.0,475.0,188.0,5,0,4.5
434.0,361.0,160.0,3,0,3.5
1206.0,506.0,212.0,5,1,5.5
519.0,584.0,224.0,6,1,6.0
205.0,656.0,274.0,5,1,5.0
956.0,419.0,141.0,4,1,4.5
427.0,594.0,224.0,5,1,5.5
690.0,415.0,161.0,4,1,4.5
1740.0,415.0,131.0,4,0,4.0
1595.0,449.0,156.0,4,0,4.0
1100.0,309.0,157.0,4,1,4.5
1469.0,551.0,204.0,4,0,4.0
1138.0,307.0,148.0,4,0,4.0
1160.0,470.0,158.0,4,0,4.0
1134.0,232.0,109.0,3,0,3.0
281.0,249.0,87.0,3,0,3.5
237.0,344.0,155.0,4,0,4.0
411.0,573.0,237.0,6,1,6.0
1519.0,336.0,91.0,4,0,4.0
1445.0,344.0,136.0,4,0,4.0
861.0,298.0,157.0,4,0,4.0
1076.0,569.0,228.0,5,1,5.0
598.0,369.0,160.0,4,0,4.0
170.0,368.0,142.0,4,0,4.0
55.0,258.0,100.0,4,0,4.0
257.0,458.0,160.0,4,0,4.0
1387.0,312.0,128.0,4,0,3.5
352.0,246.0,93.0,3,0,3.5
246.0,723.0,265.0,6,1,5.5
1324.0,419.0,160.0,4,0,4.0
1533.0,191.0,91.0,3,0,3.0
826.0,393.0,188.0,5,1,5.0
830.0,428.0,179.0,5,1,5.0
582.0,448.0,198.0,5,1,5.5
978.0,283.0,109.0,4,0,4.0
487.0,347.0,146.0,4,0,4.0
1770.0,409.0,180.0,5,1,5.0
455.0,93.0,56.0,2,0,2.0
1548.0,290.0,121.0,4,0,4.0
131.0,480.0,199.0,5,1,5.0
1365.0,321.0,141.0,4,0,4.0
1350.0,535.0,215.0,5,1,5.0
1357.0,442.0,157.0,4,0,4.0
457.0,541.0,216.0,5,1,5.0
469.0,419.0,202.0,5,0,4.5
917.0,209.0,62.0,3,0,3.0
996.0,366.0,122.0,4,0,3.5
962.0,466.0,188.0,5,0,4.5
659.0,442.0,198.0,5,1,5.0
1728.0,519.0,190.0,5,0,4.5
1143.0,438.0,153.0,4,0,4.0
1212.0,469.0,156.0,4,1,4.5
27.0,137.0,65.0,2,0,2.0
673.0,143.0,69.0,3,0,3.0
1309.0,527.0,177.0,4,0,4.0
1492.0,159.0,94.0,4,0,4.0
839.0,549.0,229.0,5,1,5.0
1312.0,456.0,186.0,4,1,4.5
1776.0,423.0,172.0,5,0,4.5
1538.0,397.0,132.0,5,0,4.5
1368.0,298.0,122.0,4,0,3.5
1775.0,398.0,164.0,5,0,4.5
679.0,367.0,150.0,4,0,4.0
433.0,526.0,222.0,5,1,5.5
1380.0,563.0,230.0,6,1,6.0
136.0,626.0,237.0,5,0,4.5
1779.0,512.0,194.0,5,1,5.0
769.0,585.0,240.0,5,1,5.0
1117.0,350.0,141.0,4,0,3.5
415.0,376.0,142.0,4,0,3.5
727.0,170.0,95.0,3,0,3.0
1613.0,365.0,114.0,4,1,4.5
1232.0,398.0,160.0,5,1,5.0
1561.0,455.0,169.0,5,0,4.5
1610.0,796.0,298.0,6,1,5.5
1376.0,270.0,128.0,4,0,4.0
1455.0,372.0,136.0,4,0,4.0
542.0,604.0,245.0,5,1,5.0
775.0,253.0,111.0,4,0,3.5
1696.0,392.0,160.0,5,0,4.5
1244.0,577.0,167.0,4,0,4.0
943.0,412.0,169.0,5,0,4.5
384.0,280.0,119.0,4,0,4.0
15.0,196.0,91.0,3,0,3.0
187.0,113.0,67.0,2,0,2.5
324.0,369.0,154.0,4,0,4.0
107.0,716.0,236.0,5,1,5.0
1325.0,612.0,237.0,5,1,5.0
1627.0,313.0,161.0,4,0,4.0
64.0,228.0,93.0,3,0,3.5
1073.0,397.0,151.0,4,0,4.0
639.0,221.0,104.0,3,0,3.0
1757.0,261.0,129.0,4,0,4.0
523.0,539.0,216.0,5,1,5.0
164.0,276.0,122.0,4,0,4.0
1108.0,496.0,186.0,4,1,4.5
1500.0,408.0,169.0,4,0,4.0
1030.0,216.0,102.0,4,0,4.0
551.0,409.0,126.0,4,0,4.0
1021.0,474.0,178.0,5,0,4.5
1137.0,405.0,175.0,4,0,4.0
1717.0,489.0,167.0,4,0,4.0
1642.0,338.0,143.0,4,0,4.0
1587.0,492.0,177.0,5,1,5.0
1189.0,318.0,155.0,5,0,4.5
1432.0,409.0,157.0,4,0,4.0
1147.0,455.0,180.0,5,0,4.5
1544.0,508.0,147.0,5,1,5.0
76.0,350.0,127.0,4,0,4.0
104.0,444.0,152.0,5,1,5.0
182.0,321.0,116.0,4,0,4.0
897.0,614.0,237.0,5,0,4.5
1337.0,190.0,86.0,4,0,4.0
355.0,241.0,91.0,3,0,3.0
1234.0,471.0,172.0,4,0,4.0
1549.0,151.0,92.0,3,0,3.0
919.0,437.0,179.0,6,1,5.5
197.0,574.0,193.0,5,1,5.0
258.0,574.0,205.0,5,1,5.5
493.0,294.0,139.0,4,0,4.0
970.0,699.0,320.0,6,1,5.5
1321.0,670.0,250.0,4,1,4.5
1623.0,495.0,203.0,5,0,4.5
648.0,205.0,77.0,3,0,3.0
1286.0,218.0,104.0,4,0,4.0
125.0,177.0,84.0,2,0,2.5
242.0,488.0,168.0,5,0,4.5
342.0,508.0,197.0,4,1,4.5
645.0,410.0,144.0,4,0,4.0
1354.0,288.0,95.0,4,0,4.0
632.0,459.0,187.0,5,1,5.0
997.0,521.0,188.0,5,1,5.0
735.0,521.0,208.0,4,1,4.5
1049.0,618.0,224.0,5,1,5.0
382.0,279.0,124.0,4,0,3.5
1014.0,409.0,161.0,4,0,4.0
1034.0,478.0,191.0,4,0,4.0
973.0,248.0,116.0,3,0,3.0
550.0,665.0,252.0,4,1,5.0
1353.0,449.0,182.0,5,1,5.0
942.0,517.0,175.0,4,1,4.5
419.0,244.0,88.0,3,0,3.0
1569.0,155.0,63.0,2,0,2.5
798.0,737.0,247.0,4,1,4.5
892.0,529.0,225.0,5,1,5.0
1373.0,348.0,143.0,4,0,4.0
1571.0,330.0,123.0,4,0,3.5
127.0,437.0,176.0,5,0,4.5
1586.0,267.0,108.0,3,0,3.5
915.0,556.0,220.0,5,1,5.0
1738.0,359.0,134.0,3,0,3.5
1268.0,345.0,128.0,4,0,4.0
329.0,379.0,124.0,4,0,4.0
950.0,498.0,197.0,5,1,5.0
184.0,406.0,131.0,4,0,4.0
1652.0,243.0,133.0,4,0,4.0
297.0,526.0,198.0,5,0,4.5
1428.0,204.0,105.0,3,0,3.0
1755.0,406.0,130.0,4,0,4.0
223.0,472.0,173.0,4,0,4.0
703.0,437.0,170.0,4,0,4.0
1438.0,372.0,165.0,5,0,4.5
902.0,528.0,179.0,5,1,5.0
96.0,255.0,123.0,4,0,3.5
118.0,502.0,191.0,6,1,6.0
706.0,474.0,154.0,5,1,5.0
505.0,462.0,176.0,5,1,5.0
1052.0,457.0,159.0,5,0,4.5
334.0,756.0,245.0,5,1,5.0
161.0,474.0,144.0,5,1,5.0
1214.0,540.0,192.0,5,1,5.0
1116.0,320.0,135.0,4,0,4.0
533.0,493.0,186.0,4,0,4.0
921.0,285.0,137.0,4,0,4.0
1531.0,344.0,140.0,4,0,4.0
472.0,566.0,212.0,6,1,6.0
494.0,470.0,194.0,5,0,4.5
884.0,348.0,148.0,4,0,4.0
1415.0,727.0,259.0,6,1,6.0
953.0,462.0,197.0,6,1,6.0
1015.0,559.0,207.0,5,1,5.0
273.0,307.0,139.0,4,0,4.0
1018.0,578.0,260.0,5,1,5.0
1729.0,376.0,176.0,4,0,4.0
204.0,422.0,157.0,5,1,5.0
1393.0,694.0,250.0,6,1,5.5
1227.0,195.0,108.0,4,0,4.0
1318.0,414.0,123.0,4,0,4.0
1732.0,365.0,161.0,4,0,4.0
829.0,411.0,161.0,4,0,4.0
1690.0,405.0,183.0,5,0,4.5
1062.0,381.0,141.0,5,1,5.0
569.0,341.0,136.0,4,0,4.0
972.0,536.0,134.0,4,0,4.0
322.0,355.0,139.0,4,0,4.0
1000.0,837.0,296.0,6,1,6.0
1092.0,497.0,203.0,5,1,5.0
440.0,332.0,112.0,4,0,4.0
1516.0,329.0,137.0,4,0,4.0
1040.0,157.0,81.0,3,0,3.0
594.0,217.0,104.0,4,0,3.5
1182.0,282.0,142.0,3,0,3.5
1379.0,433.0,189.0,5,1,5.0
1678.0,387.0,141.0,4,0,4.0
1654.0,520.0,187.0,4,1,4.5
875.0,705.0,272.0,6,1,5.5
157.0,499.0,197.0,4,1,4.5
1764.0,458.0,168.0,4,0,4.0
448.0,470.0,204.0,4,1,4.5
250.0,352.0,152.0,5,1,5.0
369.0,275.0,126.0,4,0,4.0
930.0,293.0,132.0,4,0,4.0
1591.0,587.0,145.0,5,0,4.5
924.0,489.0,139.0,4,0,4.0
728.0,364.0,128.0,4,0,4.0
1464.0,595.0,212.0,5,1,5.0
198.0,473.0,188.0,5,1,5.0
824.0,564.0,210.0,5,0,4.5
506.0,304.0,115.0,3,0,3.5
1089.0,412.0,173.0,4,0,4.0
245.0,175.0,88.0,3,0,3.5
518.0,351.0,132.0,4,0,4.0
147.0,654.0,277.0,6,1,6.0
1124.0,453.0,163.0,4,1,4.5
870.0,447.0,173.0,5,0,4.5
1377.0,275.0,132.0,4,0,4.0
876.0,347.0,124.0,4,0,4.0
437.0,376.0,153.0,4,0,4.0
54.0,481.0,199.0,5,1,5.0
452.0,223.0,82.0,3,0,3.5
476.0,388.0,148.0,4,0,4.0
1198.0,230.0,135.0,4,0,3.5
1074.0,433.0,178.0,4,0,4.0
1724.0,507.0,209.0,5,1,5.0
1340.0,359.0,162.0,4,0,4.0
1266.0,323.0,133.0,4,0,4.0
1257.0,525.0,188.0,4,1,4.5
975.0,286.0,143.0,4,0,4.0
900.0,393.0,180.0,5,1,5.0
389.0,338.0,158.0,4,0,4.0
1255.0,654.0,221.0,5,1,5.5
120.0,404.0,148.0,4,0,4.0
903.0,351.0,123.0,4,0,4.0
159.0,547.0,204.0,5,1,5.0
781.0,566.0,201.0,5,1,5.0
36.0,607.0,220.0,5,1,5.0
407.0,415.0,137.0,4,0,4.0
1161.0,378.0,143.0,4,0,4.0
960.0,241.0,113.0,3,0,3.5
1443.0,672.0,296.0,6,1,6.0
1226.0,482.0,182.0,4,0,4.0
1416.0,264.0,130.0,4,0,4.0
477.0,208.0,92.0,3,0,3.0
510.0,288.0,126.0,3,0,3.5
52.0,259.0,129.0,4,0,3.5
1475.0,377.0,152.0,4,0,4.0
61.0,337.0,141.0,4,0,4.0
1004.0,179.0,106.0,3,0,3.0
700.0,306.0,124.0,4,0,4.0
752.0,224.0,99.0,4,0,3.5
1566.0,339.0,144.0,4,0,4.0
349.0,287.0,146.0,4,0,4.0
277.0,466.0,192.0,5,0,4.5
806.0,236.0,98.0,3,0,3.0
418.0,656.0,230.0,6,1,6.0
1128.0,394.0,156.0,4,0,4.0
169.0,175.0,100.0,3,0,3.0
1453.0,474.0,189.0,5,0,4.5
1177.0,216.0,96.0,3,0,3.0
1758.0,604.0,250.0,5,1,5.0
742.0,641.0,201.0,5,1,5.0
196.0,416.0,139.0,4,0,4.0
652.0,260.0,119.0,4,1,4.5
287.0,611.0,227.0,6,1,6.0
1429.0,241.0,98.0,4,0,3.5
463.0,477.0,203.0,4,0,4.0
786.0,315.0,144.0,4,0,4.0
1768.0,508.0,124.0,4,0,4.0
1218.0,529.0,190.0,5,0,4.5
1347.0,243.0,120.0,4,0,4.0
733.0,139.0,76.0,4,0,4.0
480.0,344.0,134.0,4,0,4.0
1761.0,397.0,152.0,4,0,4.0
989.0,421.0,191.0,4,1,4.5
751.0,372.0,126.0,4,0,4.0
1502.0,569.0,209.0,4,1,5.0
379.0,509.0,187.0,4,1,4.5
38.0,378.0,156.0,4,0,4.0
1390.0,391.0,159.0,4,0,4.0
1651.0,445.0,193.0,4,1,4.5
541.0,473.0,174.0,4,0,4.0
1663.0,392.0,140.0,5,0,4.5
499.0,471.0,184.0,5,0,4.5
899.0,412.0,141.0,4,0,4.0
1446.0,435.0,186.0,5,1,5.0
590.0,166.0,89.0,3,0,3.0
581.0,420.0,152.0,4,0,4.0
325.0,447.0,173.0,4,1,4.5
160.0,322.0,116.0,4,0,4.0
1780.0,513.0,210.0,4,1,4.5
255.0,367.0,162.0,4,0,4.0
1747.0,397.0,127.0,4,0,4.0
1524.0,157.0,78.0,3,0,3.0
954.0,556.0,213.0,5,1,5.0
218.0,370.0,169.0,4,0,4.0
1088.0,445.0,173.0,4,0,4.0
271.0,359.0,138.0,4,0,4.0
1043.0,611.0,213.0,5,0,4.5
654.0,492.0,216.0,5,1,5.0
1463.0,220.0,111.0,4,0,4.0
1185.0,356.0,170.0,4,0,4.0
443.0,301.0,122.0,4,0,4.0
1697.0,397.0,170.0,4,0,4.0
1327.0,605.0,217.0,6,1,5.5
1619.0,452.0,187.0,5,0,4.5
1219.0,359.0,179.0,4,0,4.0
820.0,192.0,85.0,3,0,2.5
1515.0,557.0,180.0,5,1,5.0
1230.0,523.0,202.0,5,1,5.0
286.0,72.0,47.0,2,0,2.0
907.0,406.0,170.0,4,1,4.5
1133.0,632.0,231.0,6,1,6.0
475.0,532.0,224.0,4,1,4.5
1093.0,271.0,127.0,4,0,4.0
28.0,405.0,183.0,4,1,4.5
1431.0,157.0,78.0,3,0,3.0
1452.0,604.0,237.0,6,1,6.0
1459.0,383.0,136.0,4,0,4.0
22.0,58.0,37.0,1,0,1.5
1671.0,660.0,246.0,6,1,5.5
909.0,505.0,205.0,5,1,5.0
905.0,202.0,90.0,3,0,3.0
1333.0,382.0,143.0,4,0,4.0
293.0,266.0,99.0,4,0,4.0
166.0,604.0,252.0,6,0,5.0
1176.0,463.0,133.0,4,0,4.0
859.0,589.0,252.0,6,1,6.0
1419.0,460.0,197.0,5,1,5.0
1121.0,30.0,23.0,1,0,1.0
482.0,427.0,163.0,4,1,4.5
1045.0,404.0,176.0,4,1,4.5
816.0,390.0,158.0,4,1,4.5
886.0,525.0,206.0,5,1,5.5
12.0,426.0,152.0,4,0,4.0
883.0,471.0,195.0,4,1,4.5
821.0,391.0,161.0,4,1,4.5
1382.0,475.0,187.0,5,1,5.0
836.0,362.0,143.0,4,0,4.0
926.0,239.0,117.0,3,0,3.5
1703.0,571.0,239.0,6,1,5.5
32.0,561.0,202.0,5,1,5.0
1414.0,285.0,123.0,4,0,4.0
203.0,539.0,184.0,5,1,5.0
635.0,502.0,215.0,5,1,5.0
927.0,287.0,125.0,4,0,3.5
1778.0,120.0,71.0,2,0,2.5
13.0,210.0,119.0,3,0,3.5
1127.0,331.0,150.0,4,0,4.0
1554.0,412.0,178.0,4,0,4.0
47.0,340.0,158.0,4,0,4.0
643.0,587.0,218.0,5,1,5.0
63.0,319.0,118.0,4,0,4.0
438.0,348.0,126.0,4,0,4.0
1509.0,514.0,174.0,4,0,4.0
557.0,599.0,224.0,5,1,5.0
986.0,672.0,211.0,5,1,5.5
1602.0,523.0,186.0,5,1,5.0
1517.0,373.0,140.0,4,0,4.0
1216.0,385.0,176.0,4,1,4.5
1777.0,680.0,213.0,5,1,5.5
276.0,285.0,128.0,4,0,4.0
241.0,265.0,125.0,5,0,4.5
910.0,457.0,174.0,4,0,4.0
1694.0,554.0,180.0,5,1,5.0
734.0,528.0,196.0,5,1,5.0
1784.0,235.0,108.0,4,0,3.5
1253.0,97.0,50.0,2,0,2.0
827.0,127.0,63.0,3,0,3.0
39.0,475.0,198.0,5,1,5.0
755.0,583.0,228.0,5,0,4.5
1328.0,488.0,175.0,4,0,4.0
336.0,598.0,255.0,5,1,5.5
484.0,231.0,116.0,4,0,3.5
1618.0,233.0,114.0,4,0,4.0
1665.0,501.0,237.0,5,0,4.5
1420.0,386.0,148.0,4,0,4.0
1169.0,467.0,193.0,5,1,5.0
1542.0,513.0,223.0,5,1,5.0
1424.0,494.0,172.0,5,1,5.0
1656.0,275.0,102.0,4,0,4.0
893.0,154.0,51.0,2,0,2.0
140.0,399.0,166.0,5,0,4.5
1091.0,618.0,219.0,5,1,5.0
353.0,137.0,54.0,2,0,2.5
572.0,637.0,245.0,5,1,5.5
1175.0,595.0,207.0,4,1,4.5
1292.0,362.0,132.0,4,0,4.0
725.0,187.0,96.0,3,0,3.0
380.0,357.0,138.0,5,1,5.0
672.0,475.0,179.0,5,0,4.5
1536.0,142.0,72.0,2,0,2.0
1528.0,135.0,65.0,3,0,3.0
1481.0,268.0,114.0,3,0,3.5
1279.0,379.0,160.0,4,1,4.5
535.0,379.0,113.0,4,0,4.0
1028.0,634.0,213.0,6,0,5.0
856.0,476.0,192.0,5,1,5.0
290.0,608.0,253.0,5,1,5.5
1215.0,505.0,171.0,4,0,4.0
1689.0,223.0,117.0,3,0,3.5
370.0,687.0,262.0,5,1,5.0
368.0,355.0,145.0,5,0,4.5
961.0,405.0,177.0,4,0,4.0
729.0,225.0,104.0,4,0,3.5
1638.0,335.0,144.0,4,0,4.0
1167.0,493.0,187.0,5,1,5.0
